p,omega,delta,mu_e,mu_ql,mu_el,mu_qn,mu_en,mu_qa,mu_ea,mu_h,beta_nh,beta_hl,beta_hn,tau,lambda_l,lambda_n,lambda_a,alpha,f_l,f_n,f_a,kappa,c,Tf,obsprob,T_min_l,gamma,E0,QL0,EL_s0,EL_i0,QN_s0,QN_i0,EN_s0,EN_i0,QA_s0,QA_i0,EA0,H_s0,H_i0
2000,23.758043205430376,0.5,0.02618,0.0068,0.001428,0.0034,0.000476,0.00136,0.000408,0.0027397260273972603,0.9,0.8,0.8,0.3531663887555234,22.14728834102799,0.10293600057650959,0.5470155533885972,0.5992716685007144,0.9900220356430995,0.05592039168649603,0.00979123249343578,0.10107615813697994,0.4,4,3.8096533203125005,0.237661189060944,6.698358464735201,46.875,71.875,78.125,78.125,40.625,40.625,28.125,59.375,9.375,65.625,34.375,0.453125,0.109375
2000,26.179245060760863,0.5,0.02618,0.0068,0.001428,0.0034,0.000476,0.00136,0.000408,0.0027397260273972603,0.9,0.8,0.8,0.3193300880364313,20.122393406991147,0.09341590803764166,0.4958328115510677,0.5397167200782832,0.9368062257396307,0.06161928510677588,0.008885684979592008,0.09150681772164457,0.4,4,4.213325195312501,0.215160721457541,6.698358464735201,96.875,21.875,28.125,28.125,90.625,90.625,78.125,9.375,59.375,15.625,84.375,0.203125,0.359375
2000,23.152742741597756,0.5,0.02618,0.0068,0.001428,0.0034,0.000476,0.00136,0.000408,0.0027397260273972603,0.9,0.8,0.8,0.3277891632162044,18.603722206463512,0.09579593117235864,0.5598112388479797,0.5546054571838911,0.9235022732637634,0.054495668331426064,0.00820652434420918,0.0986838230331461,0.4,4,3.7087353515625003,0.22078583835839177,6.698358464735201,9.375,84.375,40.625,40.625,78.125,28.125,15.625,96.875,21.875,3.125,71.875,0.015625,0.171875
2000,25.57394459692824,0.5,0.02618,0.0068,0.001428,0.0034,0.000476,0.00136,0.000408,0.0027397260273972603,0.9,0.8,0.8,0.36162546393529643,20.62861714050036,0.0862758386334907,0.5086284970104501,0.6141604056063223,0.9767180831672324,0.06019456175170592,0.009112071858052951,0.08911448261781071,0.4,4,4.1124072265625005,0.24328630596179474,6.698358464735201,59.375,34.375,90.625,90.625,28.125,78.125,65.625,46.875,71.875,53.125,21.875,0.265625,0.421875
2000,21.942141813932512,0.5,0.02618,0.0068,0.001428,0.0034,0.000476,0.00136,0.000408,0.0027397260273972603,0.9,0.8,0.8,0.3108710128566583,21.641064607518782,0.09103588490292466,0.5342198679292148,0.6439378798175379,0.896894368312029,0.05734511504156599,0.008659298101131065,0.09389915282547841,0.4,4,4.314243164062501,0.23203607216009325,6.698358464735201,34.375,9.375,15.625,65.625,53.125,3.125,90.625,71.875,96.875,78.125,46.875,0.140625,0.296875
2000,24.363343669263,0.5,0.02618,0.0068,0.001428,0.0034,0.000476,0.00136,0.000408,0.0027397260273972603,0.9,0.8,0.8,0.3447073135757504,19.616169673481934,0.10055597744179261,0.48303712609168525,0.5843829313951067,0.9501101782154979,0.05164622162128614,0.009564845614974837,0.10346849324081378,0.4,4,3.9105712890625006,0.20953560455669026,6.698358464735201,84.375,59.375,65.625,15.625,3.125,53.125,40.625,21.875,46.875,28.125,96.875,0.390625,0.046875
2000,23.077080183618676,0.5,0.02618,0.0068,0.001428,0.0034,0.000476,0.00136,0.000408,0.0027397260273972603,0.9,0.8,0.8,0.31192839725412996,19.299779840038678,0.10204349190099073,0.4686419799498801,0.6495211562321408,0.9417952079180809,0.061441194687392134,0.00914037021786057,0.10197328380091764,0.4,4,3.8979565429687506,0.22430153642142348,6.698358464735201,64.0625,98.4375,54.6875,92.1875,54.6875,76.5625,10.9375,7.8125,20.3125,14.0625,76.5625,0.3359375,0.4453125
2000,25.498282038949164,0.5,0.02618,0.0068,0.001428,0.0034,0.000476,0.00136,0.000408,0.0027397260273972603,0.9,0.8,0.8,0.345764697973222,21.324674774075525,0.09252339936212278,0.5198247217874097,0.5899662078097097,0.9950110178215498,0.055742301267112285,0.008234822704016797,0.09240394338558225,0.4,4,4.301628417968751,0.24680200402482647,6.698358464735201,14.0625,48.4375,4.6875,42.1875,4.6875,26.5625,60.9375,57.8125,70.3125,64.0625,26.5625,0.0859375,0.1953125
2000,21.866479255953436,0.5,0.02618,0.0068,0.001428,0.0034,0.000476,0.00136,0.000408,0.0027397260273972603,0.9,0.8,0.8,0.328846547613676,20.3122273070571,0.08776335309268882,0.49423335086864484,0.560188733598494,0.9151873029663464,0.05289285455697236,0.009593143974782455,0.08761927317791457,0.4,4,4.099792480468751,0.23555177022312496,6.698358464735201,89.0625,23.4375,79.6875,17.1875,79.6875,51.5625,85.9375,32.8125,95.3125,89.0625,1.5625,0.4609375,0.0703125
2000,24.28768111128392,0.5,0.02618,0.0068,0.001428,0.0034,0.000476,0.00136,0.000408,0.0027397260273972603,0.9,0.8,0.8,0.3626828483327681,18.287332373020256,0.09728344563155675,0.5454160927061744,0.6197436820209252,0.9684031128698153,0.05859174797725221,0.008687596460938684,0.09718861359324994,0.4,4,3.6961206054687503,0.213051302619722,6.698358464735201,39.0625,73.4375,29.6875,67.1875,29.6875,1.5625,35.9375,82.8125,45.3125,39.0625,51.5625,0.2109375,0.3203125
